ref,heading,source_basis,status
Daniel 6:10,Daniel in the Lions' Den,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 6:25,Darius Honors God,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 7:1,Daniel's Vision of the Four Beasts,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 7:9,Daniel's Vision of the Ancient of Days,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 7:13,Daniel's Vision of the Son of Man,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 7:15,Daniel's Visions Interpreted,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 8:1,Daniel's Vision of the Ram and the Goat,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 8:15,Gabriel Interprets Daniel's Vision,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 9:1,Daniel's Prayer for His People,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 9:20,Gabriel's Prophecy of the Seventy Weeks,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 10:1,Daniel's Vision by the Tigris,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 11:1,Kings of the South and North,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 11:36,King Who Exalts Himself,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Daniel 12:1,End Times,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 1:1,Hosea's Wife and Children,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 2:1,Israel's Adultery Rebuked,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 2:14,God's Mercy to Israel,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 3:1,Hosea Redeems His Wife,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 4:1,God's Case Against His People,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 5:1,Judgment on Israel and Judah,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 6:1,Unrepentance of Israel and Judah,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 7:1,Ephraim's Iniquity,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 8:1,Israel Will Reap the Whirlwind,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 9:1,Israel's Punishment,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 10:1,Retribution for Israel's Sin,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 11:1,Out of Egypt I Called My Son,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 11:8,God's Love for Israel,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 12:1,"A Reproof of Ephraim, Judah, and Jacob",Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 13:1,God's Anger Against Israel,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 13:9,Death and Resurrection,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 13:15,Judgment on Samaria,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 14:1,A Call to Repentance,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Hosea 14:4,A Promise of God's Blessing,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Joel 1:1,Invasion of Locusts,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Joel 1:8,A Call to Mourning,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Joel 1:13,A Call to Repentance,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Joel 2:1,Army of Locusts,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Joel 2:12,Return with All Your Heart,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Joel 2:18,Restoration Promised,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Joel 3:1,Lord Judges the Nations,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Joel 4:1,Because Behold in Those Days and in,Original CC-BY editorial heading from project draft text; chapter-start fallback for print chapter coverage,active
Amos 1:1,Judgment on Israel's Neighbors,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Amos 2:1,"Judgment on Moab, Judah, and Israel",Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Amos 3:1,Witnesses Against Israel,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
