ref,book_name,chapter,verse,importance,priority_score,decision_count,footnote_count,nt_parallel_count,nt_parallel_weight,nt_parallel_refs,crossref_top_vote,crossref_nt_count,crossref_shared_family_hits,english_witness_checked,english_witness_fresh_support,english_witness_brenton_support,english_witness_mt_support,english_witness_differs_all,english_witness_split_or_mixed,english_witness_signals,english_witness_recommendation,nt_english_checked,nt_english_support_family,nt_english_softens_family,nt_english_mixed,nt_english_signals,nt_english_recommendation,logos_local_checked,logos_local_scopes,logos_local_source_tools,logos_local_signals,logos_local_supports,logos_local_confidence,logos_local_recommendation,consensus_recommendation,keyword_hits,reasons,fresh_translation,brenton_translation,gate_reason
Esther 4:8,Esther,4,8,high,15,1,1,0,0,,5,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, lord; crossref_top_vote=5; reco=keep","And he gave him copy of the notice posted in Shushan for their destruction, to show Esther, and he told him to command her, after going in, to plead with the king and urge him for the people, remembering days of your humiliation, how you were nourished in my hand, because Aman, the second to the kingdom, has spoken against us for death. Call upon the Lord and speak to the king concerning us and rescue us from death.",,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Esther 8:8,Esther,8,8,high,15,1,1,0,0,,9,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, name; crossref_top_vote=9; reco=keep","Write also yourselves in my name as seems good to you, and seal it with my ring. For whatever is written when the king commands and sealed with my ring, there is no contradicting it.",,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Habakkuk 1:2,Habakkuk,1,2,high,15,1,1,0,0,,9,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"being, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=being, lord; crossref_top_vote=9; reco=keep","How long, Lord, will I cry out and you not hear? I will shout to you while being wronged, and you will not save.","How long, O Lord, shall I cry out, and thou wilt not hearken? how long shall I cry out to thee being injured, and thou wilt not save?",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Haggai 1:13,Haggai,1,13,high,15,1,1,0,0,,7,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, messenger","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, messenger; crossref_top_vote=7; reco=keep","Haggai, messenger of the Lord, said to the people, I am with you, says the Lord.","And Aggæus the Lord's messenger spoke among the messengers of the Lord to the people, saying, I am with you, saith the Lord.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Haggai 2:4,Haggai,2,4,high,15,1,1,0,0,,14,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, priest","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, priest; crossref_top_vote=14; reco=keep","But now be strong, Zerubbabel, says the Lord, and be strong, Joshua son of Josedech, the high priest, and let all the people of the land be strong, says the Lord, and act, because I am with you, says the Lord Almighty.","Yet now be strong, O Zorobabel, saith the Lord; and strengthen thyself, O Jesus the high priest, the son of Josedec; and let all the people of the land strengthen themselves, saith the Lord, and work, for I am with you, saith the Lord Almighty;",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Jonah 1:14,Jonah,1,14,high,15,1,1,0,0,,10,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, righteous","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, righteous; crossref_top_vote=10; reco=keep","They cried to the Lord and said, By no means, Lord, let us not perish on account of the life of this man, and do not put righteous blood on us, because you, Lord, have done as you wished.","And they cried to the Lord, and said, Forbid it, Lord: let us not perish for the sake of this man's life, and bring not righteous blood upon us: for thou, Lord, hast done as thou wouldest.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Lamentations 1:15,Lamentations,1,15,high,15,1,1,0,0,,5,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, virgin","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, virgin; crossref_top_vote=5; reco=keep",The Lord took away all my mighty ones from the midst of me. He called time against me to crush my chosen ones. The Lord trod winepress for virgin daughter Judah. Over these things I weep.,Samech. The Lord has cut off all my strong men from the midst of me: he has summoned against me a time for crushing my choice men: the Lord has trodden a wine-press for the virgin daughter of Juda: for these things I weep.,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Lamentations 2:1,Lamentations,2,1,high,15,1,1,0,0,,5,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"glory, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=glory, lord; crossref_top_vote=5; reco=keep",How the Lord darkened daughter Zion in his anger. He cast down from heaven to earth the glory of Israel and did not remember footstool of his feet in the day of his anger.,"Aleph. How has the Lord darkened in his wrath the daughter of Sion! he has cast down the glory of Israel from heaven to earth, and has not remembered his footstool.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Nahum 1:2,Nahum,1,2,high,15,1,1,0,0,,9,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord; crossref_top_vote=9; reco=keep","God is jealous and avenging; the Lord avenges with wrath. The Lord avenges his adversaries, and he removes his enemies.","God is jealous, and the Lord avenges; the Lord avenges with wrath; the Lord takes vengeance on his adversaries, and he cuts off his enemies.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Nahum 1:7,Nahum,1,7,high,15,1,1,0,0,,75,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,lord,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord; crossref_top_vote=75; reco=keep,"The Lord is good to those waiting for him in the day of distress, and knowing those revering him.",The Lord is good to them that wait on him in the day of affliction; and he knows them that reverence him.,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Obadiah 1:17,Obadiah,1,17,high,15,1,1,0,0,,15,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"holy, salvation","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=holy, salvation; crossref_top_vote=15; reco=keep","But on Mount Zion there will be salvation, and it will be holy, and the house of Jacob will inherit those who inherited them.","But on mount Sion there shall be deliverance, and there shall be a sanctuary; and the house of Jacob shall take for an inheritance those that took them for an inheritance.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Song of Solomon 1:7,Song of Solomon,1,7,high,15,1,1,0,0,,8,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"shepherd, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=shepherd, soul; crossref_top_vote=8; reco=keep","Tell me, you whom my soul loved, where do you shepherd, where do you rest at noon, lest I become as one veiled over flocks of your companions?","Tell me, thou whom my soul loves, where thou tendest thy flock, where thou causest them to rest at noon, lest I become as one that is veiled by the flocks of thy companions.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Song of Solomon 5:6,Song of Solomon,5,6,high,15,1,1,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"beloved, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=beloved, soul; crossref_top_vote=5; reco=keep","I opened, I, to my beloved; my beloved passed by. My soul went out at his word. I sought him and did not find him; I called him and he did not answer me.","I opened to my kinsman; my kinsman was gone: my soul failed at his speech: I sought him, but found him not; I called him, but he answered me not.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Song of Solomon 6:2,Song of Solomon,6,2,high,15,1,1,0,0,,7,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"beloved, shepherd","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=beloved, shepherd; crossref_top_vote=7; reco=keep","My beloved went down into his garden, into bowls of spice, to shepherd in gardens and gather lilies.","My kinsman is gone down to his garden, to the beds of spice, to feed his flock in the gardens, and to gather lilies.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Nahum 1:9,Nahum,1,9,high,14,1,1,0,0,,22,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,lord,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord; crossref_top_vote=22; reco=keep,What do you plot against the Lord? He himself will make an end; he will not take vengeance twice upon same thing in distress.,What do ye devise against the Lord? he will make a complete end: he will not take vengeance by affliction twice at the same time.,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Nahum 3:5,Nahum,3,5,high,14,1,1,0,0,,8,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord; crossref_top_vote=8; reco=keep","Behold, I am against you, says the Lord God Almighty, and I will uncover your backside to your face and show nations your shame and kingdoms your dishonor.","Behold, I am against thee, saith the Lord God Almighty, and I will uncover thy skirts in thy presence, and I will shew the nations thy shame, and the kingdoms thy disgrace.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Obadiah 1:1,Obadiah,1,1,high,14,1,1,0,0,,8,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord; crossref_top_vote=8; reco=keep","The vision of Obadiah. Thus says the Lord God to Edom: I heard a report from the Lord, and he sent a message to the nations: Rise, and let us rise against her for war.","The vision of Obdias. Thus saith the Lord God to Idumea; I have heard a report from the Lord, and he has sent forth a message to the nations.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Nahum 1:3,Nahum,1,3,high,13,1,1,0,0,,16,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,lord,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord; crossref_top_vote=16; reco=keep,"The Lord is long-suffering, and great is his strength, and acquitting he will not acquit. The Lord's way is in destruction and in the whirlwind, and clouds are dust of his feet.","The Lord is long-suffering, and his power is great, and the Lord will not hold any guiltless: his way is in destruction and in the whirlwind, and the clouds are the dust of his feet.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Obadiah 1:15,Obadiah,1,15,high,13,1,1,0,0,,11,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,lord,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord; crossref_top_vote=11; reco=keep,"Because the day of the Lord is near upon all nations. As you did, so it will be to you; your repayment will be returned on your head.","For the day of the Lord is near upon all the Gentiles: as thou hast done, so shall it be done to thee: thy recompense shall be returned on thine own head.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Obadiah 1:16,Obadiah,1,16,high,13,1,1,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,holy,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=holy; crossref_top_vote=5; reco=keep,"Because as you drank on my holy mountain, all nations will drink wine; they will drink and go down, and they will be as though not existing.","For as thou hast drunk upon my holy mountain, so shall all the nations drink wine; they shall drink, and go down, and be as if they were not.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Obadiah 1:7,Obadiah,1,7,high,13,1,1,0,0,,6,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,covenant,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=covenant; crossref_top_vote=6; reco=keep,"To your borders they sent you away, all men of your covenant. Your peaceful men opposed you and prevailed against you. They set ambush under you; there is no understanding in them.","They sent thee to thy coasts: all the men of thy covenant have withstood thee; thine allies have prevailed against thee, they have set snares under thee: they have no understanding.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Obadiah 1:8,Obadiah,1,8,high,13,1,1,0,0,,7,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,lord,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord; crossref_top_vote=7; reco=keep,"In that day, says the Lord, I will destroy wise men from Edom and understanding from the mount of Esau.","In that day, saith the Lord, I will destroy the wise men out of Idumea, and understanding out of the mount of Esau.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Song of Solomon 2:3,Song of Solomon,2,3,high,13,1,1,0,0,,7,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,beloved,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=beloved; crossref_top_vote=7; reco=keep,"As an apple tree among trees of the grove, so my beloved in the midst of sons. In his shadow I desired and sat, and his fruit was sweet to my palate.","As the apple among the trees of the wood, so is my kinsman among the sons. I desired his shadow, and sat down, and his fruit was sweet in my throat.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Song of Solomon 2:9,Song of Solomon,2,9,high,13,1,1,0,0,,6,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,beloved,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=beloved; crossref_top_vote=6; reco=keep,"My beloved is like a gazelle or a fawn of deer on the mountains of Bethel. Look, he stands behind our wall, peering through windows, looking through lattices.","My kinsman is like a roe or a young hart on the mountains of Bæthel: behold, he is behind our wall, looking through the windows, peeping through the lattices.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Song of Solomon 3:1,Song of Solomon,3,1,high,13,1,1,0,0,,10,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,soul,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=soul; crossref_top_vote=10; reco=keep,On my bed by nights I sought the one my soul loved; I sought him and did not find him; I called him and he did not answer me.,"By night on my bed I sought him whom my soul loves: I sought him, but found him not; I called him, but he hearkened not to me.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
