ref,book_code,book_name,chapter,verse,review_status,importance,priority_score,themes,keyword_hits,same_normalized,tr_literal_translation,ukjv_translation,review_notes,reasons,decision
Revelation 12:11,REV,Revelation,12,11,tr_literal_pass1,medium,12,christology; judgment_afterlife; soteriology,christology:word; judgment_afterlife:death; soteriology:blood,no,"And they overcame him by the blood of the Lamb, and by the word of their testimony; and they loved not their lives to the death.","And they overcame him by the blood of the Lamb, and by the word (o. logos) of their testimony; and they loved not their lives unto the death.",modernized archaic directional unto; removed UKJV inline Strong-style lexical marker,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Revelation 13:3,REV,Revelation,13,3,needs_focused_tr_review,high,12,judgment_afterlife,judgment_afterlife:death,yes,And I saw one of his heads as it were wounded to death; and his deadly wound was healed: and all the world wondered after the beast.,And I saw one of his heads as it were wounded to death; and his deadly wound was healed: and all the world wondered after the beast.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 13:13,REV,Revelation,13,13,needs_focused_tr_review,high,12,judgment_afterlife,judgment_afterlife:fire,yes,"And he does great wonders, so that he makes fire come down from heaven on the earth in the sight of men,","And he does great wonders, so that he makes fire come down from heaven on the earth in the sight of men,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 14:8,REV,Revelation,14,8,tr_literal_pass1,medium,12,anthropology_ethics; judgment_afterlife; textual_literal,anthropology_ethics:sexual immorality; judgment_afterlife:wrath; textual_literal:angel,no,"And there followed another angel, saying, Babylon is fallen, is fallen, that great city, because she made all nations drink of the wine of the wrath of her sexual immorality.","And there followed another angel, saying, Babylon is fallen, is fallen, that great city, because she made all nations drink of the wine of the wrath of her fornication.",modernized porneia wording,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Revelation 14:17,REV,Revelation,14,17,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And another angel came out of the temple which is in heaven, he also having a sharp sickle.","And another angel came out of the temple which is in heaven, he also having a sharp sickle.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 15:1,REV,Revelation,15,1,needs_focused_tr_review,high,12,judgment_afterlife,judgment_afterlife:wrath,yes,"And I saw another sign in heaven, great and marvellous, seven angels having the seven last plagues; for in them is filled up the wrath of God.","And I saw another sign in heaven, great and marvellous, seven angels having the seven last plagues; for in them is filled up the wrath of God.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 16:1,REV,Revelation,16,1,needs_focused_tr_review,high,12,judgment_afterlife,judgment_afterlife:wrath,yes,"And I heard a great voice out of the temple saying to the seven angels, Go your ways, and pour out the vials of the wrath of God upon the earth.","And I heard a great voice out of the temple saying to the seven angels, Go your ways, and pour out the vials of the wrath of God upon the earth.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 16:10,REV,Revelation,16,10,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And the fifth angel poured out his vial upon the seat of the beast; and his kingdom was full of darkness; and they gnawed their tongues for pain,","And the fifth angel poured out his vial upon the seat of the beast; and his kingdom was full of darkness; and they gnawed their tongues for pain,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 16:12,REV,Revelation,16,12,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And the sixth angel poured out his vial upon the great river Euphrates; and the water thereof was dried up, that the way of the kings of the east might be prepared.","And the sixth angel poured out his vial upon the great river Euphrates; and the water thereof was dried up, that the way of the kings of the east might be prepared.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 16:17,REV,Revelation,16,17,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And the seventh angel poured out his vial into the air; and there came a great voice out of the temple of heaven, from the throne, saying, It is done.","And the seventh angel poured out his vial into the air; and there came a great voice out of the temple of heaven, from the throne, saying, It is done.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 18:1,REV,Revelation,18,1,needs_focused_tr_review,high,12,textual_literal,textual_literal:angel,yes,"And after these things I saw another angel come down from heaven, having great power; and the earth was lightened with his glory.","And after these things I saw another angel come down from heaven, having great power; and the earth was lightened with his glory.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 18:2,REV,Revelation,18,2,tr_literal_pass1,medium,12,spirit_church,spirit_church:spirit,no,"And he cried mightily with a strong voice, saying, Babylon the great is fallen, is fallen, and is become the habitation of demons, and the hold of every foul spirit, and a cage of every unclean and hateful bird.","And he cried mightily with a strong voice, saying, Babylon the great is fallen, is fallen, and is become the habitation of devils, and the hold of every foul spirit, (o. pneuma) and a cage of every unclean and hateful bird.",removed UKJV inline Strong-style lexical marker; rendered daimonion as demon,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered daimonion as demon; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Revelation 18:7,REV,Revelation,18,7,needs_focused_tr_review,high,12,anthropology_ethics,anthropology_ethics:heart,yes,"How much she has glorified herself, and lived deliciously, so much torment and sorrow give her: for she says in her heart, I sit a queen, and am no widow, and shall see no sorrow.","How much she has glorified herself, and lived deliciously, so much torment and sorrow give her: for she says in her heart, I sit a queen, and am no widow, and shall see no sorrow.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 18:10,REV,Revelation,18,10,needs_focused_tr_review,high,12,judgment_afterlife,judgment_afterlife:judgment,yes,"Standing far off for the fear of her torment, saying, Alas, alas that great city Babylon, that mighty city! for in one hour is your judgment come.","Standing far off for the fear of her torment, saying, Alas, alas that great city Babylon, that mighty city! for in one hour is your judgment come.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 19:4,REV,Revelation,19,4,needs_focused_tr_review,high,12,textual_literal,textual_literal:amen,yes,"And the four and twenty elders and the four beasts fell down and worshipped God that sat on the throne, saying, Amen; Alleluia.","And the four and twenty elders and the four beasts fell down and worshipped God that sat on the throne, saying, Amen; Alleluia.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Revelation 19:5,REV,Revelation,19,5,tr_literal_pass1,medium,12,,,no,"And a voice came out of the throne, saying, Praise our God, all you his slaves, and you that fear him, both small and great.","And a voice came out of the throne, saying, Praise our God, all you his servants, and all of you that fear him, both small and great.",removed UKJV plural-expansion artifact; rendered doulos-family wording as slave,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered doulos-family wording as slave,"check TR literal choice against Greek, then keep or adjust"
